product_id,title,category,price,rating,num_reviews,availability,seller,date_listed,description,specs,is_popular
PID000547,SmartEdge Model201 - 5G Ready,cameras,289.32,4.55,35,in_stock,ElectroHub,2025-05-14,SmartEdge Model201 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 301, ""color"": ""white""}",0
PID000548,ProBook Model781 - Ultra Performance,smartphones,617.72,4.37,10,in_stock,GadgetWorld,2025-03-16,ProBook Model781 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 1888, ""color"": ""silver""}",0
PID000549,SoundX Model142 - Noise Cancelling,smartphones,283.08,3.48,24,in_stock,Deals4U,2025-07-19,SoundX Model142 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1766, ""color"": ""silver""}",0
PID000550,ViewPlus Model459 - Wide Screen,monitors,340.3,4.34,27,out_of_stock,ElectroHub,2025-09-19,ViewPlus Model459 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1567, ""color"": ""white""}",0
PID000551,SoundX Model756 - Noise Cancelling,headphones,332.46,3.91,85,in_stock,BestStore,2025-01-27,SoundX Model756 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 1092, ""color"": ""black""}",0
PID000552,SmartEdge Model317 - 5G Ready,headphones,245.87,4.71,22,in_stock,Deals4U,2025-06-12,SmartEdge Model317 - 5G Ready - High quality headphones with features and warranty.,"{""weight_g"": 386, ""color"": ""white""}",0
PID000553,PixelCam Model592 - 4K Capture,cameras,417.51,4.41,2,in_stock,BestStore,2025-06-06,PixelCam Model592 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 1722, ""color"": ""blue""}",0
PID000554,PixelCam Model535 - 4K Capture,monitors,30.0,3.68,2,in_stock,PrimeSeller,2025-10-03,PixelCam Model535 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 2019, ""color"": ""blue""}",0
PID000555,ProBook Model124 - Ultra Performance,monitors,160.13,3.24,15,in_stock,GadgetWorld,2025-04-01,ProBook Model124 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 1279, ""color"": ""white""}",0
PID000556,SoundX Model481 - Noise Cancelling,monitors,320.41,2.52,31,out_of_stock,Deals4U,2024-12-13,SoundX Model481 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 685, ""color"": ""silver""}",0
PID000557,ViewPlus Model587 - Wide Screen,smartphones,80.89,4.85,43,in_stock,PrimeSeller,2025-10-04,ViewPlus Model587 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 372, ""color"": ""silver""}",0
PID000558,PixelCam Model582 - 4K Capture,cameras,223.96,4.44,2,in_stock,BestStore,2025-09-29,PixelCam Model582 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 387, ""color"": ""black""}",0
PID000559,SmartEdge Model153 - 5G Ready,smartphones,196.16,4.31,1,in_stock,PrimeSeller,2025-04-22,SmartEdge Model153 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 1561, ""color"": ""silver""}",0
PID000560,PixelCam Model584 - 4K Capture,monitors,305.32,4.51,29,in_stock,ElectroHub,2025-02-19,PixelCam Model584 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 2126, ""color"": ""black""}",0
PID000561,SoundX Model744 - Noise Cancelling,monitors,257.54,4.51,11,in_stock,Deals4U,2025-11-02,SoundX Model744 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 1321, ""color"": ""blue""}",0
PID000562,ProBook Model411 - Ultra Performance,monitors,246.3,3.19,1,out_of_stock,Deals4U,2025-10-13,ProBook Model411 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 1415, ""color"": ""black""}",0
PID000563,SmartEdge Model746 - 5G Ready,laptops,520.38,4.94,36,in_stock,BestStore,2025-03-11,SmartEdge Model746 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 2006, ""color"": ""black""}",0
PID000564,ViewPlus Model399 - Wide Screen,smartphones,680.43,3.85,41,in_stock,ElectroHub,2025-03-17,ViewPlus Model399 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 148, ""color"": ""blue""}",0
PID000565,PixelCam Model929 - 4K Capture,headphones,313.69,4.04,3,in_stock,Deals4U,2025-01-01,PixelCam Model929 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 1771, ""color"": ""white""}",0
PID000566,SoundX Model897 - Noise Cancelling,smartphones,238.02,3.75,87,out_of_stock,Deals4U,2025-03-05,SoundX Model897 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1460, ""color"": ""black""}",0
PID000567,SoundX Model927 - Noise Cancelling,laptops,639.01,4.24,11,in_stock,PrimeSeller,2025-03-26,SoundX Model927 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 1181, ""color"": ""blue""}",0
PID000568,SmartEdge Model448 - 5G Ready,smartphones,670.18,3.36,36,in_stock,Deals4U,2025-06-08,SmartEdge Model448 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2309, ""color"": ""blue""}",0
PID000569,ViewPlus Model657 - Wide Screen,headphones,206.2,4.24,23,out_of_stock,GadgetWorld,2025-11-02,ViewPlus Model657 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 1966, ""color"": ""blue""}",0
PID000570,SoundX Model919 - Noise Cancelling,cameras,368.11,4.83,25,in_stock,BestStore,2025-02-21,SoundX Model919 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 1153, ""color"": ""silver""}",0
PID000571,SmartEdge Model637 - 5G Ready,monitors,573.83,3.46,43,in_stock,GadgetWorld,2025-01-24,SmartEdge Model637 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 1423, ""color"": ""black""}",0
PID000572,ProBook Model316 - Ultra Performance,laptops,696.75,3.85,71,in_stock,ElectroHub,2025-03-03,ProBook Model316 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 2248, ""color"": ""silver""}",0
PID000573,PixelCam Model594 - 4K Capture,laptops,626.75,3.98,109,in_stock,GadgetWorld,2024-12-03,PixelCam Model594 - 4K Capture - High quality laptops with features and warranty.,"{""weight_g"": 1920, ""color"": ""white""}",0
PID000574,PixelCam Model822 - 4K Capture,laptops,993.64,4.87,17,in_stock,GadgetWorld,2025-01-09,PixelCam Model822 - 4K Capture - High quality laptops with features and warranty.,"{""weight_g"": 1583, ""color"": ""black""}",0
PID000575,ViewPlus Model908 - Wide Screen,monitors,187.96,4.36,25,in_stock,BestStore,2025-03-30,ViewPlus Model908 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1839, ""color"": ""white""}",0
PID000576,SoundX Model744 - Noise Cancelling,cameras,255.1,3.22,68,in_stock,BestStore,2025-09-13,SoundX Model744 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 525, ""color"": ""white""}",0
PID000577,ProBook Model749 - Ultra Performance,headphones,204.06,4.89,31,in_stock,BestStore,2025-06-05,ProBook Model749 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 914, ""color"": ""white""}",0
PID000578,ViewPlus Model562 - Wide Screen,laptops,820.91,3.99,40,in_stock,Deals4U,2024-11-26,ViewPlus Model562 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 795, ""color"": ""blue""}",0
PID000579,ViewPlus Model207 - Wide Screen,laptops,907.7,4.78,44,in_stock,Deals4U,2025-06-18,ViewPlus Model207 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 2038, ""color"": ""silver""}",0
PID000580,ProBook Model469 - Ultra Performance,headphones,324.57,4.16,75,in_stock,Deals4U,2025-03-24,ProBook Model469 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 118, ""color"": ""silver""}",1
PID000581,PixelCam Model957 - 4K Capture,monitors,519.54,3.73,41,in_stock,PrimeSeller,2025-04-02,PixelCam Model957 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 1606, ""color"": ""silver""}",0
PID000582,SmartEdge Model771 - 5G Ready,smartphones,246.81,3.79,47,in_stock,BestStore,2025-01-03,SmartEdge Model771 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2335, ""color"": ""white""}",0
PID000583,ViewPlus Model254 - Wide Screen,monitors,292.57,4.64,18,out_of_stock,GadgetWorld,2025-09-29,ViewPlus Model254 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1560, ""color"": ""blue""}",0
PID000584,ProBook Model406 - Ultra Performance,smartphones,460.84,4.28,3,in_stock,GadgetWorld,2025-04-14,ProBook Model406 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 1890, ""color"": ""white""}",0
PID000585,PixelCam Model745 - 4K Capture,monitors,332.4,4.34,61,in_stock,Deals4U,2025-06-07,PixelCam Model745 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 264, ""color"": ""white""}",1
PID000586,ViewPlus Model500 - Wide Screen,laptops,817.04,3.86,43,in_stock,BestStore,2025-07-01,ViewPlus Model500 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 1966, ""color"": ""black""}",0
PID000587,SoundX Model954 - Noise Cancelling,cameras,393.04,2.12,61,in_stock,Deals4U,2025-06-15,SoundX Model954 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 353, ""color"": ""black""}",0
PID000588,SmartEdge Model704 - 5G Ready,monitors,332.13,3.71,37,in_stock,Deals4U,2025-06-16,SmartEdge Model704 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 2196, ""color"": ""black""}",0
PID000589,PixelCam Model642 - 4K Capture,cameras,210.65,3.93,77,out_of_stock,ElectroHub,2025-09-15,PixelCam Model642 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 1842, ""color"": ""silver""}",0
PID000590,SoundX Model335 - Noise Cancelling,headphones,411.91,3.71,6,in_stock,Deals4U,2025-10-14,SoundX Model335 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 2104, ""color"": ""silver""}",0
PID000591,SoundX Model505 - Noise Cancelling,monitors,603.72,4.16,0,in_stock,BestStore,2025-05-11,SoundX Model505 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 2202, ""color"": ""blue""}",0
PID000592,SoundX Model738 - Noise Cancelling,smartphones,252.27,3.72,103,in_stock,BestStore,2025-06-20,SoundX Model738 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1989, ""color"": ""white""}",0
PID000593,ViewPlus Model509 - Wide Screen,cameras,422.13,1.76,47,out_of_stock,Deals4U,2025-07-23,ViewPlus Model509 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 1006, ""color"": ""black""}",0
PID000594,ViewPlus Model316 - Wide Screen,smartphones,199.79,3.21,93,in_stock,GadgetWorld,2025-05-05,ViewPlus Model316 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 1267, ""color"": ""silver""}",0
PID000595,ViewPlus Model677 - Wide Screen,smartphones,374.74,3.92,32,in_stock,BestStore,2025-04-06,ViewPlus Model677 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 1652, ""color"": ""black""}",0
PID000596,SmartEdge Model401 - 5G Ready,headphones,334.4,3.8,8,in_stock,PrimeSeller,2024-12-03,SmartEdge Model401 - 5G Ready - High quality headphones with features and warranty.,"{""weight_g"": 1257, ""color"": ""blue""}",0
PID000597,SmartEdge Model311 - 5G Ready,cameras,208.88,4.91,5,out_of_stock,Deals4U,2025-05-18,SmartEdge Model311 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 1233, ""color"": ""blue""}",0
PID000598,PixelCam Model600 - 4K Capture,cameras,249.77,4.29,4,in_stock,Deals4U,2024-12-07,PixelCam Model600 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 2409, ""color"": ""white""}",0
PID000599,ViewPlus Model580 - Wide Screen,laptops,893.21,3.9,53,in_stock,BestStore,2025-07-13,ViewPlus Model580 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 2427, ""color"": ""silver""}",0
PID000600,ProBook Model585 - Ultra Performance,monitors,553.89,4.72,16,in_stock,PrimeSeller,2025-03-14,ProBook Model585 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 1353, ""color"": ""white""}",0
PID000601,PixelCam Model106 - 4K Capture,monitors,483.46,3.69,12,out_of_stock,GadgetWorld,2025-02-23,PixelCam Model106 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 806, ""color"": ""silver""}",0
PID000602,SmartEdge Model847 - 5G Ready,smartphones,322.78,3.82,17,in_stock,BestStore,2025-08-22,SmartEdge Model847 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2079, ""color"": ""black""}",0
PID000603,SmartEdge Model563 - 5G Ready,laptops,952.57,2.69,56,in_stock,BestStore,2025-03-11,SmartEdge Model563 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 981, ""color"": ""blue""}",0
PID000604,ViewPlus Model352 - Wide Screen,headphones,264.73,4.85,6,in_stock,PrimeSeller,2025-02-22,ViewPlus Model352 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 1240, ""color"": ""white""}",0
PID000605,ProBook Model866 - Ultra Performance,monitors,625.36,4.4,22,out_of_stock,PrimeSeller,2025-05-24,ProBook Model866 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 149, ""color"": ""white""}",0
PID000606,SmartEdge Model496 - 5G Ready,smartphones,309.82,3.54,58,in_stock,ElectroHub,2025-09-23,SmartEdge Model496 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 997, ""color"": ""silver""}",0
PID000607,SoundX Model147 - Noise Cancelling,laptops,829.66,3.44,50,in_stock,ElectroHub,2025-10-21,SoundX Model147 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 2044, ""color"": ""blue""}",0
PID000608,ViewPlus Model877 - Wide Screen,cameras,257.32,4.72,72,in_stock,PrimeSeller,2025-09-16,ViewPlus Model877 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 1979, ""color"": ""blue""}",1
PID000609,SoundX Model742 - Noise Cancelling,monitors,382.18,4.9,44,in_stock,GadgetWorld,2025-05-12,SoundX Model742 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 2096, ""color"": ""blue""}",0
PID000610,PixelCam Model642 - 4K Capture,smartphones,246.82,4.1,90,in_stock,ElectroHub,2024-11-24,PixelCam Model642 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 871, ""color"": ""blue""}",1
PID000611,SmartEdge Model510 - 5G Ready,laptops,744.99,3.8,71,in_stock,GadgetWorld,2025-04-19,SmartEdge Model510 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 2293, ""color"": ""white""}",0
PID000612,PixelCam Model162 - 4K Capture,headphones,438.46,4.31,177,in_stock,ElectroHub,2025-07-05,PixelCam Model162 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 1280, ""color"": ""silver""}",1
PID000613,SmartEdge Model246 - 5G Ready,cameras,484.31,2.88,56,in_stock,PrimeSeller,2025-10-14,SmartEdge Model246 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 838, ""color"": ""black""}",0
PID000614,SoundX Model740 - Noise Cancelling,laptops,773.03,3.69,5,in_stock,PrimeSeller,2025-01-20,SoundX Model740 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 2403, ""color"": ""silver""}",0
PID000615,ProBook Model161 - Ultra Performance,headphones,168.14,4.26,64,in_stock,ElectroHub,2025-05-29,ProBook Model161 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 1562, ""color"": ""silver""}",1
PID000616,SmartEdge Model354 - 5G Ready,laptops,1095.8,3.3,76,in_stock,BestStore,2025-01-20,SmartEdge Model354 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 1855, ""color"": ""blue""}",0
PID000617,SmartEdge Model323 - 5G Ready,monitors,269.81,3.95,101,in_stock,PrimeSeller,2024-12-03,SmartEdge Model323 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 166, ""color"": ""black""}",0
PID000618,ProBook Model613 - Ultra Performance,laptops,971.88,2.72,15,in_stock,PrimeSeller,2025-02-18,ProBook Model613 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 1005, ""color"": ""white""}",0
PID000619,ProBook Model181 - Ultra Performance,monitors,332.6,4.59,50,in_stock,GadgetWorld,2025-04-23,ProBook Model181 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 1755, ""color"": ""white""}",1
PID000620,ViewPlus Model555 - Wide Screen,cameras,176.48,4.89,51,in_stock,GadgetWorld,2025-02-08,ViewPlus Model555 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 448, ""color"": ""blue""}",1
PID000621,SoundX Model473 - Noise Cancelling,headphones,443.39,4.67,62,in_stock,ElectroHub,2025-08-11,SoundX Model473 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 395, ""color"": ""blue""}",1
PID000622,ProBook Model380 - Ultra Performance,headphones,128.33,3.87,74,in_stock,PrimeSeller,2025-02-06,ProBook Model380 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 1159, ""color"": ""silver""}",0
PID000623,SoundX Model866 - Noise Cancelling,cameras,526.84,4.38,46,in_stock,ElectroHub,2024-12-31,SoundX Model866 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 892, ""color"": ""blue""}",0
PID000624,ProBook Model502 - Ultra Performance,headphones,160.01,3.61,32,in_stock,ElectroHub,2024-11-23,ProBook Model502 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 2181, ""color"": ""blue""}",0
PID000625,ViewPlus Model141 - Wide Screen,smartphones,354.92,3.28,28,in_stock,GadgetWorld,2025-11-12,ViewPlus Model141 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 1224, ""color"": ""blue""}",0
PID000626,PixelCam Model415 - 4K Capture,cameras,482.07,4.54,1,in_stock,PrimeSeller,2025-01-18,PixelCam Model415 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 2443, ""color"": ""blue""}",0
PID000627,SoundX Model624 - Noise Cancelling,laptops,822.34,2.2,30,in_stock,Deals4U,2025-05-07,SoundX Model624 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 369, ""color"": ""silver""}",0
PID000628,SmartEdge Model529 - 5G Ready,smartphones,248.51,4.16,23,in_stock,GadgetWorld,2025-01-09,SmartEdge Model529 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 510, ""color"": ""blue""}",0
PID000629,ProBook Model343 - Ultra Performance,smartphones,273.66,4.07,9,out_of_stock,Deals4U,2025-08-24,ProBook Model343 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 543, ""color"": ""black""}",0
PID000630,ProBook Model569 - Ultra Performance,monitors,404.88,4.13,12,in_stock,GadgetWorld,2025-01-19,ProBook Model569 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 1971, ""color"": ""black""}",0
PID000631,SmartEdge Model668 - 5G Ready,monitors,30.0,2.77,59,in_stock,Deals4U,2024-12-02,SmartEdge Model668 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 1463, ""color"": ""silver""}",0
PID000632,ViewPlus Model177 - Wide Screen,cameras,193.07,2.47,16,out_of_stock,PrimeSeller,2025-01-11,ViewPlus Model177 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 2445, ""color"": ""black""}",0
PID000633,SoundX Model791 - Noise Cancelling,cameras,569.06,3.52,3,in_stock,Deals4U,2025-08-19,SoundX Model791 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 1854, ""color"": ""black""}",0
PID000634,PixelCam Model276 - 4K Capture,smartphones,30.0,3.31,42,in_stock,ElectroHub,2025-10-25,PixelCam Model276 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 1497, ""color"": ""black""}",0
PID000635,ViewPlus Model431 - Wide Screen,smartphones,338.65,4.44,18,out_of_stock,BestStore,2025-07-21,ViewPlus Model431 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 252, ""color"": ""black""}",0
PID000636,PixelCam Model301 - 4K Capture,monitors,349.78,3.99,10,in_stock,ElectroHub,2025-06-06,PixelCam Model301 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 1544, ""color"": ""black""}",0
PID000637,PixelCam Model496 - 4K Capture,monitors,228.94,2.07,23,in_stock,BestStore,2024-11-25,PixelCam Model496 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 1891, ""color"": ""silver""}",0
PID000638,ViewPlus Model267 - Wide Screen,laptops,991.81,3.02,35,in_stock,PrimeSeller,2025-06-14,ViewPlus Model267 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 781, ""color"": ""white""}",0
PID000639,SoundX Model621 - Noise Cancelling,laptops,930.02,2.57,5,in_stock,PrimeSeller,2025-10-06,SoundX Model621 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 293, ""color"": ""white""}",0
PID000640,ViewPlus Model286 - Wide Screen,monitors,483.75,4.56,131,in_stock,BestStore,2025-11-10,ViewPlus Model286 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1222, ""color"": ""silver""}",1
PID000641,SoundX Model801 - Noise Cancelling,smartphones,276.53,4.57,26,out_of_stock,BestStore,2025-01-27,SoundX Model801 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1236, ""color"": ""white""}",0
PID000642,ViewPlus Model297 - Wide Screen,smartphones,377.32,4.53,5,in_stock,GadgetWorld,2025-10-11,ViewPlus Model297 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 1135, ""color"": ""black""}",0
PID000643,ProBook Model748 - Ultra Performance,laptops,762.64,4.57,27,out_of_stock,BestStore,2025-04-26,ProBook Model748 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 288, ""color"": ""black""}",0
PID000644,PixelCam Model444 - 4K Capture,monitors,201.01,4.76,25,in_stock,PrimeSeller,2025-03-26,PixelCam Model444 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 634, ""color"": ""silver""}",0
PID000645,SoundX Model806 - Noise Cancelling,headphones,464.74,4.37,5,in_stock,BestStore,2025-01-08,SoundX Model806 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 2321, ""color"": ""blue""}",0
PID000646,SoundX Model105 - Noise Cancelling,cameras,30.0,4.07,3,in_stock,BestStore,2024-12-14,SoundX Model105 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 2400, ""color"": ""blue""}",0
PID000647,ProBook Model263 - Ultra Performance,headphones,489.87,4.0,70,in_stock,PrimeSeller,2025-04-12,ProBook Model263 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 1928, ""color"": ""blue""}",1
PID000648,ViewPlus Model511 - Wide Screen,smartphones,502.28,4.19,20,out_of_stock,GadgetWorld,2025-11-03,ViewPlus Model511 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 1390, ""color"": ""black""}",0
PID000649,SoundX Model971 - Noise Cancelling,monitors,53.82,3.82,187,in_stock,PrimeSeller,2025-02-18,SoundX Model971 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 1010, ""color"": ""blue""}",0
PID000650,SoundX Model777 - Noise Cancelling,smartphones,659.49,4.78,11,in_stock,GadgetWorld,2025-02-26,SoundX Model777 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1826, ""color"": ""black""}",0
PID000651,ViewPlus Model820 - Wide Screen,monitors,392.83,4.14,53,in_stock,GadgetWorld,2024-12-25,ViewPlus Model820 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 2394, ""color"": ""silver""}",1
PID000652,SoundX Model443 - Noise Cancelling,laptops,888.02,3.64,39,in_stock,BestStore,2025-10-02,SoundX Model443 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 1678, ""color"": ""blue""}",0
PID000653,SmartEdge Model240 - 5G Ready,smartphones,167.8,3.82,16,in_stock,BestStore,2025-11-02,SmartEdge Model240 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2479, ""color"": ""black""}",0
PID000654,SmartEdge Model135 - 5G Ready,smartphones,299.2,3.84,57,out_of_stock,Deals4U,2025-03-31,SmartEdge Model135 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2352, ""color"": ""blue""}",0
PID000655,PixelCam Model363 - 4K Capture,smartphones,73.17,4.36,10,in_stock,GadgetWorld,2025-02-01,PixelCam Model363 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 1290, ""color"": ""black""}",0
PID000656,SmartEdge Model776 - 5G Ready,smartphones,295.9,3.0,5,in_stock,GadgetWorld,2025-09-28,SmartEdge Model776 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 1780, ""color"": ""silver""}",0
PID000657,ProBook Model717 - Ultra Performance,laptops,643.82,4.01,16,in_stock,GadgetWorld,2025-02-06,ProBook Model717 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 1435, ""color"": ""black""}",0
PID000658,PixelCam Model365 - 4K Capture,laptops,782.49,4.11,8,in_stock,Deals4U,2025-10-28,PixelCam Model365 - 4K Capture - High quality laptops with features and warranty.,"{""weight_g"": 690, ""color"": ""white""}",0
PID000659,PixelCam Model276 - 4K Capture,monitors,258.83,1.73,37,in_stock,ElectroHub,2025-03-06,PixelCam Model276 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 532, ""color"": ""silver""}",0
PID000660,SoundX Model550 - Noise Cancelling,laptops,861.83,4.84,13,in_stock,PrimeSeller,2025-01-25,SoundX Model550 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 1715, ""color"": ""silver""}",0
PID000661,ViewPlus Model251 - Wide Screen,headphones,395.06,4.82,11,in_stock,BestStore,2025-02-09,ViewPlus Model251 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 2395, ""color"": ""silver""}",0
PID000662,PixelCam Model227 - 4K Capture,smartphones,517.71,4.63,90,out_of_stock,GadgetWorld,2025-09-11,PixelCam Model227 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 2446, ""color"": ""black""}",1
PID000663,SoundX Model913 - Noise Cancelling,cameras,292.11,4.37,41,out_of_stock,GadgetWorld,2025-11-07,SoundX Model913 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 1992, ""color"": ""silver""}",0
PID000664,SmartEdge Model381 - 5G Ready,smartphones,109.21,4.83,116,in_stock,GadgetWorld,2025-10-07,SmartEdge Model381 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 2307, ""color"": ""black""}",1
PID000665,SmartEdge Model701 - 5G Ready,smartphones,237.62,4.09,153,in_stock,BestStore,2025-03-23,SmartEdge Model701 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 1480, ""color"": ""white""}",1
PID000666,ProBook Model379 - Ultra Performance,headphones,545.95,4.1,0,in_stock,PrimeSeller,2024-12-11,ProBook Model379 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 385, ""color"": ""black""}",0
PID000667,SmartEdge Model334 - 5G Ready,monitors,377.27,4.94,78,in_stock,GadgetWorld,2025-07-28,SmartEdge Model334 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 2351, ""color"": ""white""}",1
PID000668,SoundX Model231 - Noise Cancelling,cameras,208.96,4.32,38,in_stock,BestStore,2025-06-23,SoundX Model231 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 2221, ""color"": ""silver""}",0
